"","id","concept","variant","corpus","year","text","lect","cluster"
"5631","生命/Na/ZBN_CMN_20030704_wpr/31773","life_13963192-n","生命","ZBN",2003,"举行 仪式 。 今年 共 有 332 人<br>获 得了 <b>生命</b> 科学 及 化学<br>科技系 的 专业 文凭 ， 289 名","SG",1
"5632","生命/Na/ZBN_CMN_20030709_wpr/58694","life_13963192-n","生命","ZBN",2003,"八九 层 楼 的 高度 ， 感觉 像 是<br>把 <b>生命</b> 交给 了 武行 。<br>他 最 难忘 的 一 场","SG",3
"5633","生命/Na/ZBN_CMN_20030711_wpr/68643","life_13963192-n","生命","ZBN",2003,"电单车 骑士 读 了 《 电单车 骑士 并非<br>危害 他人 <b>生命</b> 者 》 （<br>《 联合 早报 . 交流 》 ，","SG",3
"5634","生命/Na/ZBN_CMN_20030715_wpr/82768","life_13963192-n","生命","ZBN",2003,"抗 沙斯 的 最 前线 ， 为 保卫 我们<br>的 <b>生命</b> 而 倒 了 下去<br>之后 ， 却 没有 人 在","SG",3
"5635","生命/Na/ZBN_CMN_20030719_wpr/36927","life_13963192-n","生命","ZBN",2003,"中 认识 及 感染 了 这 对 姐妹 对<br>改进 <b>生命</b> 及 人生 意义<br>的 认真 态度 。 此外 ， 手术","SG",3
"5636","生命/Na/ZBN_CMN_20030726_wpr/55148","life_13963192-n","生命","ZBN",2003,"害怕 ， 但 我们 的 医护 人员 却 冒<br>着 <b>生命</b> 危险 ， 坚守 岗位<br>、 不 离 不 弃 。","SG",3
"5637","生命/Na/ZBN_CMN_20030803_wpr/16804","life_13963192-n","生命","ZBN",2003,"， 我 要 诅咒 你们 ， 一 条 美好<br>的 <b>生命</b> ， 一段 青春 的<br>恋情 ， 一 世 美满 的","SG",3
"5638","生命/Na/ZBN_CMN_20030806_wpr/12799","life_13963192-n","生命","ZBN",2003,"广场 的 露天 演出 中 他 压轴 出场<br>， 《 <b>生命</b> 之 杯 》 等<br>三 首 脍炙人口 的 好 歌","SG",3
"5639","生命/Na/ZBN_CMN_20030818_wpr/83874","life_13963192-n","生命","ZBN",2003,"很 简单 ， 就是 那 一点十 足 有 勇气<br>跟 <b>生命</b> 站 在 同 一 道<br>挣扎线 上 的 执着 和","SG",3
"5640","生命/Na/ZBN_CMN_20030825_wpr/54637","life_13963192-n","生命","ZBN",2003,"层 式 “ 健康 住宅 ” ， 正在 孕育<br>新 <b>生命</b> 的 她 希望 给<br>即将 出生 的 孩子 准 备","SG",1
"5641","生命/Na/ZBN_CMN_20030907_wpr/31485","life_13963192-n","生命","ZBN",2003,"无聊 懦弱 实在 是 种 族 进步 的 绊脚石<br>。 <b>生命</b> 目标 是 牲口式<br>的 吃 喝 嫖赌 ， 不能 把","SG",3
"5642","生命/Na/ZBN_CMN_20030908_wpr/64826","life_13963192-n","生命","ZBN",2003,"。 一旦 依赖 以 生活 的 渠道 被 封<br>， <b>生命</b> 马上 空洞 黑暗<br>一 片 。 这时 ， 能 知道","SG",3
"5643","食品/Na/CNA_CMN_20001001_wpr/5425","food_nutrient_00021265-n","食品","CNA",2000,"禁药 绝对 不能 碰 外 , 其他 帮忙<br>体能 的 <b>食品</b> 应 可 适度<br>的 使用 , 国内 应 尽速 把","TW",1
"5644","食品/Na/CNA_CMN_20001007_wpr/35043","food_nutrient_00021265-n","食品","CNA",2000,"长 寿 有益 的 东西 。 就算 「 营养药<br>」 <b>食品</b> 无害 , 祁兹 说<br>, 人体 天生 就 能 够","TW",1
"5645","食品/Na/CNA_CMN_20001008_wpr/26203","food_nutrient_00021265-n","食品","CNA",2000,"成 男子汉 。 今天 一大早 , 新兵 家属<br>携带 慰问 <b>食品</b> 陆续 进入<br>卫武 营区 , 要 与 新兵 同乐 的","TW",1
"5646","食品/Na/CNA_CMN_20001009_wpr/10475","food_nutrient_00021265-n","食品","CNA",2000,"中 。 鲍威尔 相信 , 人 们 对 基因<br>改造 <b>食品</b> 的 资讯 愈 多<br>, 购 买 意愿 就 愈","TW",4
"5647","食品/Na/CNA_CMN_20001009_wpr/10515","food_nutrient_00021265-n","食品","CNA",2000,"加拿大 , 美国 及 欧洲 国家 亦 对<br>基因 改造 <b>食品</b> 的 安 全<br>性 存有 疑虑 , 故 基因 改造","TW",4
"5648","食品/Na/CNA_CMN_20001009_wpr/11029","food_nutrient_00021265-n","食品","CNA",2000,"有 些 商品 如 六鹏 惠普 综合 维他命<br>、 维达儿锭 <b>食品</b> 、 六鹏<br>钙多 咀嚼 锭 、 大可 小安孺锭 , 因","TW",3
"5649","食品/Na/CNA_CMN_20001012_wpr/136518","food_nutrient_00021265-n","食品","CNA",2000,"食品 GMP 协会 表示 , 为 让 更多<br>民众 认识 <b>食品</b> GMP 制度<br>, 让 民众 吃 出 健康 活力 、","TW",3
"5650","食品/Na/CNA_CMN_20001014_wpr/7548","food_nutrient_00021265-n","食品","CNA",2000,"以 保护 欧盟 三亿多 人口 的 安全 健康<br>, 使 <b>食品</b> 卫生 安全 管制<br>制度化 。 他 希望 在 年底 以前","TW",1
"5651","食品/Na/CNA_CMN_20001015_wpr/20467","food_nutrient_00021265-n","食品","CNA",2000,"提供 相关 讯息 , 官方 网站 也 没有<br>基因 改造 <b>食品</b> 的 资讯<br>。 他 表示 , 环 品会 为 使","TW",4
"5652","食品/Na/CNA_CMN_20001015_wpr/48417","food_nutrient_00021265-n","食品","CNA",2000,"卫生署 动作 应 更加 积极 , 立即 进行<br>基因 改造 <b>食品</b> 普 查 工作<br>, 建立 相关 资讯网 , 善 尽","TW",4
"5653","食品/Na/CNA_CMN_20001017_wpr/31342","food_nutrient_00021265-n","食品","CNA",2000,"卫生署 也 不会 跟随 着 民间 团体 复检<br>基因 改造 <b>食品</b> 。 陈树功<br>表示 , 目前 卫生署 药品 食物 检验<br>局","TW",4
"5654","食品/Na/CNA_CMN_20001017_wpr/72829","food_nutrient_00021265-n","食品","CNA",2000,"陈水扁 总统 今天 巡视 基隆港 务 局<br>及 参观 建宝 <b>食品</b> 公司<br>, 除了 允诺 政府 会 全力 推动 基隆<br>市港合一","TW",3
"5655","食品/Na/CNA_CMN_20001018_wpr/99357","food_nutrient_00021265-n","食品","CNA",2000,"人 为了 怎么 吃 、 吃 得 好不好 而<br>丢掷 <b>食品</b> 抗议 , 实在<br>是 一 种 强烈 又 讽刺 的","TW",1
"5656","食品/Na/CNA_CMN_20001021_wpr/38948","food_nutrient_00021265-n","食品","CNA",2000,"治疗 尚未 发展 成熟 , 但 利用 基因工程<br>改造 的 <b>食品</b> 却 早已 侵入<br>社会 大众 的 生活 , 基因 改造","TW",4
"5657","食品/Na/CNA_CMN_20001021_wpr/65821","food_nutrient_00021265-n","食品","CNA",2000,"海鲜类 和 贝壳 类 ) , 或 密封式<br>包装 的 <b>食品</b> : 二 、<br>只 饮用 煮沸 过 的 水 、","TW",3
"5658","食品/Na/CNA_CMN_20001023_wpr/18322","food_nutrient_00021265-n","食品","CNA",2000,"对策 解决 此 事 , 「 以 维护 消费者<br>对 <b>食品</b> 供给 的 信心 」<br>。 本 月初 , 美国 农业部","TW",1
"5659","食品/Na/CNA_CMN_20001024_wpr/27509","food_nutrient_00021265-n","食品","CNA",2000,"桃园县 二十四日电 ︶ 位于 桃园县 芦<br>竹 乡 雅胜 冷冻 <b>食品</b> 公司<br>传出 五 头 猪只 疑似 有 口蹄疫 病发<br>症","TW",3
"5660","食品/Na/CNA_CMN_20001026_wpr/15645","food_nutrient_00021265-n","食品","CNA",2000,"美国 农业部证 实 , 美国 市场 上 出售<br>的 饼干 <b>食品</b> 及 动物 用<br>饲料 , 确实 有 部分 含有 基因","TW",4
"5661","食品/Na/CNA_CMN_20001028_wpr/48750","food_nutrient_00021265-n","食品","CNA",2000,"当 黄显荣 等 一 行 轿车 行列 进入<br>泰 南侨 <b>食品</b> 工厂 时 ,<br>看到 整洁 环境 , 警卫 戒备 森严","TW",3
"5662","食品/Na/CNA_CMN_20001030_wpr/100141","food_nutrient_00021265-n","食品","CNA",2000,"、 核发 进口 证明书 、 入境 旅客 携<br>带 药品 <b>食品</b> 签放 、 邮包<br>签放 、 船舶 结关 、 申领 普通","TW",4
"5663","食品/Na/CNA_CMN_20001031_wpr/66563","food_nutrient_00021265-n","食品","CNA",2000,"、 医疗 科技 产业 。 四 、 萨加 缅度区<br>: <b>食品</b> 加工 制造 、 医疗<br>设备 器材 以 及 电 子产业","TW",3
"5664","食品/Na/CNA_CMN_20001105_wpr/63551","food_nutrient_00021265-n","食品","CNA",2000,"完成 动物 及 人体 实验 后 , 将 向<br>美国 <b>食品</b> 药物 卫生 检验<br>局 申请 检验 , 将 成为 第一","TW",4
"5665","食品/Na/CNA_CMN_20001107_wpr/18105","food_nutrient_00021265-n","食品","CNA",2000,"。 在 民间 团体 提出 国内 有 许多<br>基因 改造 <b>食品</b> 后 , 相关<br>单位 至今 仍 无 相关 法令 可","TW",4
"5666","食品/Na/CNA_CMN_20001109_wpr/103755","food_nutrient_00021265-n","食品","CNA",2000,"花用 , 才 以 千 面 人 手法 , 向<br><b>食品</b> 公司 勒赎 新台币 八十万<br>, 警方 侦讯 后 依 恐吓","TW",3
"5667","食品/Na/CNA_CMN_20001109_wpr/103782","food_nutrient_00021265-n","食品","CNA",2000,"。 警方 表示 , 位在 桃园县 芦竹乡<br>一 家 知名 <b>食品</b> 的 刘姓<br>负责人 本 月 二日 接获 一通 勒赎 电话","TW",3
"5668","食品/Na/CNA_CMN_20001109_wpr/128915","food_nutrient_00021265-n","食品","CNA",2000,"今天 带 了 数 箱 东家 羊肉 炉 的<br>招牌 <b>食品</b> 羊肉炉 、 沙锅<br>鱼头 、 和 麻辣 火锅 等 冷冻","TW",3
"5669","食品/Na/CNA_CMN_20001114_wpr/139660","food_nutrient_00021265-n","食品","CNA",2000,"电 三 、 四厂 、 南亚 塑胶 树林厂<br>、 宏亚 <b>食品</b> 、 永丰栈丽致<br>酒店 、 新光三越 台南 分公司 、 台电<br>新营营","TW",3
"5670","食品/Na/CNA_CMN_20001114_wpr/87469","food_nutrient_00021265-n","食品","CNA",2000,"的 人 不宜 食 用 , 不 适宜 添加<br>于 <b>食品</b> 中 。 廖庆樑 说<br>, 萃取 儿茶素 在 国外 已","TW",1
"5671","食品/Na/CNA_CMN_20001115_wpr/138974","food_nutrient_00021265-n","食品","CNA",2000,"元 到 十五万 元 罚锾 。 卫生局 指出<br>, 即时 <b>食品</b> 也 都 经过<br>加工 处理 , 如果 处 理 不当","TW",3
"5672","食品/Na/CNA_CMN_20001115_wpr/89726","food_nutrient_00021265-n","食品","CNA",2000,"高出 十六 倍 以上 。 由于 银杏 叶丸<br>是以 健康 <b>食品</b> 发售 ,<br>不 受 香港 药剂药 物 及 毒药 条例","TW",1
"5673","食品/Na/CNA_CMN_20001117_wpr/11545","food_nutrient_00021265-n","食品","CNA",2000,"更多 民众 能 享用 各 种 不同 风味<br>的 山药 <b>食品</b> , 台北 市政府<br>建设局 和 台北 市农会 及 士林区 农","TW",1
"5674","食品/Na/CNA_CMN_20001117_wpr/74545","food_nutrient_00021265-n","食品","CNA",2000,"学校 的 员生 消费 合作社 管理人员 ,<br>应 落实 贩售 <b>食品</b> 的 卫生<br>管理 机制 , 拒绝 不良 食品 进入 校","TW",3
"5675","食品/Na/CNA_CMN_20001201_wpr/105294","food_nutrient_00021265-n","食品","CNA",2000,"的 事件 负责 , 国贸局 说 , 有关<br>基因 改造 <b>食品</b> 、 动植物<br>卫生 安全 等 都 属于 欧洲 食品安全局<br>管辖","TW",4
"5676","食品/Na/CNA_CMN_20001201_wpr/105352","food_nutrient_00021265-n","食品","CNA",2000,"同时 亦 将 对 今后 我 国 食品安全<br>法规 及 <b>食品</b> 检验 等 产生<br>影响 , 因而 我 食品厂 商 宜","TW",4
"5677","食品/Na/CNA_CMN_20001202_wpr/31842","food_nutrient_00021265-n","食品","CNA",2000,"; 其次 到 医院 看 减肥 门诊 、 吃<br>健康 <b>食品</b> 、 民俗 疗法<br>各 佔 二成四 到 近 三成 。","TW",1
"5678","食品/Na/CNA_CMN_20001204_wpr/33300","food_nutrient_00021265-n","食品","CNA",2000,"危险 并 造成 死亡 案例 , 为 此 ,<br>美国 <b>食品</b> 药物 管理局 决定<br>全面 停售 PPA 。 卫生署 药政处 药物","TW",4
"5679","食品/Na/CNA_CMN_20001204_wpr/72354","food_nutrient_00021265-n","食品","CNA",2000,"则 有 四点六 ppm , 均 超过 目前<br>暂定 的 <b>食品</b> 卫生 标准<br>, 在 鱼体 内 含量 依 高低 顺序","TW",1
"5680","食品/Na/CNA_CMN_20001205_wpr/116079","food_nutrient_00021265-n","食品","CNA",2000,"共处 一车 」 的 情形 。 而 物流 中心<br>的 <b>食品</b> 、 物品 堆置区<br>, 就 成 了 资源 废弃物 的","TW",3
"5681","食品/Na/CNA_CMN_20001205_wpr/153092","food_nutrient_00021265-n","食品","CNA",2000,", 「 从 有机 锗 安全性 看 国内 的<br>健康 <b>食品</b> 管理 」 座谈会<br>, 消基会 会议室 。 -- 十四时 三十分","TW",1
"5682","食品/Na/CNA_CMN_20001206_wpr/138488","food_nutrient_00021265-n","食品","CNA",2000,", 好好 宣传 造势 。 891206 高雄县<br>家 乐福 生鲜 <b>食品</b> 已 通过<br>复验 ( 中央社 记者 陈守国 高雄县 六日电<br>)","TW",1
"5683","食品/Na/CNA_CMN_20001206_wpr/37631","food_nutrient_00021265-n","食品","CNA",2000,"作物 公司 所 创 , 尚未 获得 批准<br>供作 人类 <b>食品</b> 使用 。<br>这 种 基因 改造 的 作物 只 核准","TW",4
"5684","食品/Na/CNA_CMN_20001206_wpr/92120","food_nutrient_00021265-n","食品","CNA",2000,"首要 条件 在于 讲究 卫生 营养 , CA<br>S 优良 <b>食品</b> 认证 有助于<br>提升 消费 信心 及 农业 竞争力 。 农委会","TW",1
"5685","食品/Na/CNA_CMN_20001207_wpr/146414","food_nutrient_00021265-n","食品","CNA",2000,"出现 的 问题 交换 意见 。 工总 表示<br>, 江苏省 <b>食品</b> 工业 协会<br>代表团 虽然 不 是 工 总 邀请 来","TW",3
"5686","食品/Na/CNA_CMN_20001207_wpr/81446","food_nutrient_00021265-n","食品","CNA",2000,"能 研发 量产 出具 功效性 、 稳定性<br>、 安全性 的 <b>食品</b> 。 891207<br>吴伯雄 认为 应 鼓励 民进党 到 大陆<br>进行","TW",3
"5687","食品/Na/CNA_CMN_20001208_wpr/62172","food_nutrient_00021265-n","食品","CNA",2000,"以 推动 迈向 和平 的 行动 。 891208<br>大陆 张家港 <b>食品</b> 工业 协会<br>拜会 工总 ( 中央社 记者 周慧盈 台北<br>八","TW",3
"5688","食品/Na/CNA_CMN_20001211_wpr/27075","food_nutrient_00021265-n","食品","CNA",2000,"制订 的 食品 卫生 管理法 第十 四 条<br>规定 , <b>食品</b> ︵ 含 奶粉<br>︶ 制造 、 加工 、 调配 、","TW",3
"5689","食品/Na/CNA_CMN_20001211_wpr/31526","food_nutrient_00021265-n","食品","CNA",2000,"方案 到 科学 研究 工作 到 提出 成果<br>向 美国 <b>食品</b> 药物 检验<br>局 ︵ FDA ︶ 申请 的 过程 中","TW",4
"5690","食品/Na/CNA_CMN_20001212_wpr/141062","food_nutrient_00021265-n","食品","CNA",2000,"制造 、 输入 、 贩卖 , 并 禁止 使用<br>于 <b>食品</b> 业 , 其他 用途<br>则 多 用于 电容器 和 变压器","TW",3
"5691","食品/Na/CNA_CMN_20001213_wpr/43151","food_nutrient_00021265-n","食品","CNA",2000,"婴儿 配方 食 品 或 较 大 婴儿 配方<br>辅助 <b>食品</b> 者 , 卫生局<br>将 依法 查处 。 至于 标示 的","TW",1
"5692","食品/Na/CNA_CMN_20001214_wpr/149840","food_nutrient_00021265-n","食品","CNA",2000,"国立 台东 师院 实小 没有 贩售 高盐<br>、 高 油脂 <b>食品</b> ( 洋竽片<br>、 巧克力 等 ) 及 加 料 的","TW",3
"5693","食品/Na/CNA_CMN_20001214_wpr/168487","food_nutrient_00021265-n","食品","CNA",2000,"汽车 及 汽车 零件 ( 升 百分之十 六<br>) 、 <b>食品</b> 及 菸酒类 (<br>升 百分之八 ) 、 其他 耐用 消费品","TW",3
"5694","食品/Na/CNA_CMN_20001216_wpr/36011","food_nutrient_00021265-n","食品","CNA",2000,"、 士福 实业 、 滴 满 鑫盒 餐食品<br>、 中原 <b>食品</b> 、 妈妈 食品<br>、 御珍堂 食品 、 欣欣 企业 、","TW",3
"5695","食品/Na/CNA_CMN_20001216_wpr/36017","food_nutrient_00021265-n","食品","CNA",2000,"鑫盒 餐食品 、 中原 食品 、 妈妈 食品<br>、 御珍堂 <b>食品</b> 、 欣欣<br>企业 、 七小福 食品 、 宫保王 食品<br>、","TW",3
"5696","食品/Na/CNA_CMN_20001219_wpr/43260","food_nutrient_00021265-n","食品","CNA",2000,"的 沙拉油 、 麻油 等 检体 八 件 送交<br>卫生署 <b>食品</b> 卫生 处 药物<br>食品 检验 局 化验 , 检验 项目","TW",4
"5697","食品/Na/CNA_CMN_20001220_wpr/79238","food_nutrient_00021265-n","食品","CNA",2000,"所 产 茶享 负盛名 , 对于 关西镇 推广<br>茶叶 多元化 <b>食品</b> , 花心思<br>做出 许多 好吃 美味 的 茶叶 制品 ,","TW",3
"5698","食品/Na/CNA_CMN_20001220_wpr/99779","food_nutrient_00021265-n","食品","CNA",2000,", 部分 业者 送进 卫 生 署 申请 为<br>健康 <b>食品</b> 的 灵芝 、 红麴素<br>、 冬虫夏草 , 也 进 入","TW",1
"5699","食品/Na/CNA_CMN_20001221_wpr/16109","food_nutrient_00021265-n","食品","CNA",2000,"标准 。 」 根据 这 套 规定 , 贴有<br>有机 <b>食品</b> 标签 的 所有<br>产品 , 都 必须 註明 出自 美国","TW",1
"5700","食品/Na/CNA_CMN_20001222_wpr/40892","food_nutrient_00021265-n","食品","CNA",2000,"企业 公司 名义 虚设 行号 , 向 数十<br>家 冷冻 <b>食品</b> 公 司 与<br>迪化街 十多 家 干货行 订货 。 厂商","TW",3
"5701","食品/Na/CNA_CMN_20001222_wpr/93381","food_nutrient_00021265-n","食品","CNA",2000,"。 至于 有 二十八 家学 校 员生 消费<br>合作社 的 <b>食品</b> 贩售场 所<br>卫生 不符 「 食品 良好 作业 规范 」","TW",3
"5702","食品/Na/CNA_CMN_20001226_wpr/111200","food_nutrient_00021265-n","食品","CNA",2000,"有 贩售 纯水 外 , 其余 国小 均 未<br>贩售 <b>食品</b> 。 卫生局 表示<br>, 抽查 的 结果 , 在 学校","TW",1
"5703","食品/Na/CNA_CMN_20001226_wpr/111406","food_nutrient_00021265-n","食品","CNA",2000,"们 放学 后 还是 会 到校 外 购买 这些<br>垃圾 <b>食品</b> , 为了 孩子<br>的 健康 , 希望 家长 们 都","TW",3
"5704","食品/Na/CNA_CMN_20001227_wpr/25100","food_nutrient_00021265-n","食品","CNA",2000,"产业 金援 , 类似 立大 退票 事件 只是<br>凸显出 传统 <b>食品</b> 产业 经营<br>困境 。 立大 是 一 家 具有 历史","TW",3
"5705","食品/Na/CNA_CMN_20001228_wpr/91631","food_nutrient_00021265-n","食品","CNA",2000,"是 老牌 肉品 加工业 , 拥有 养猪 、<br>饲料 、 <b>食品</b> 等 部门 ,<br>全盛 时期 养猪场 饲养 五 、 六万","TW",3
"5706","食品/Na/CNA_CMN_20001229_wpr/139331","food_nutrient_00021265-n","食品","CNA",2000,"细胞 接触 的 电脑 , 植入 方便 。<br>-- 美国 <b>食品</b> 药物 管理局<br>( FDA ) 于 2000年 4月 15日<br>批准","TW",4
"5707","食品/Na/CNA_CMN_20001229_wpr/158084","food_nutrient_00021265-n","食品","CNA",2000,"卫生部 。 卫生部 负责 监督 政府 的<br>医疗 照顾 、 <b>食品</b> 和 药物<br>安全 及 福 利 计划 。 布希 并且","TW",4
"5708","食品/Na/CNA_CMN_20001229_wpr/30571","food_nutrient_00021265-n","食品","CNA",2000,"食品 」 , 当场 发现 有 近 三百 个<br>健康 <b>食品</b> 网站 在 贩售<br>所谓 「 健 康 食品 」 ,","TW",3
"5709","食品/Na/CNA_CMN_20001229_wpr/30579","food_nutrient_00021265-n","食品","CNA",2000,"个 健康 食品 网站 在 贩售 所谓 「<br>健 康 <b>食品</b> 」 , 大部分<br>都 未 依 健康 食品 管理法 申请","TW",3
"5710","食品/Na/CNA_CMN_20001229_wpr/30642","food_nutrient_00021265-n","食品","CNA",2000,"张 , 市面 上 却 一 片 都 是 健康<br><b>食品</b> , 卫生署 对 食品<br>分类 管理 执行 应 严格 把关","TW",3
"5711","食品/Na/CNA_CMN_20010102_wpr/59641","food_nutrient_00021265-n","食品","CNA",2001,"因 食品 制造厂商 味全 公司 雾峰厂 位于<br>台中县 , 依 <b>食品</b> 卫生<br>管理法 规定 , 追诉 权责 属于 台中<br>县卫生局 ,","TW",3
"5712","食品/Na/CNA_CMN_20010105_wpr/30927","food_nutrient_00021265-n","食品","CNA",2001,"马 地区 物品 应 办理 商品 检验 ,<br>包 括 <b>食品</b> 、 农畜 水产品<br>、 蔬果 、 金属制品 等 均 应","TW",4
"5713","食品/Na/CNA_CMN_20010105_wpr/87025","food_nutrient_00021265-n","食品","CNA",2001,"牛肉 , 以防 狂牛症 疫情 蔓延 入境<br>。 纽 澳 <b>食品</b> 管理局 说<br>, 该 局 并 奉劝 零售商 把 架","TW",4
"5714","食品/Na/CNA_CMN_20010111_wpr/96314","food_nutrient_00021265-n","食品","CNA",2001,"提起 公诉 。 890111 花莲 县卫生局<br>展开 农历 春节 前 <b>食品</b><br>抽验 工作 ( 中央社 记者 刘嘉泰 花莲县<br>十一日电 ) 花莲","TW",1
"5715","食品/Na/CNA_CMN_20010118_wpr/12162","food_nutrient_00021265-n","食品","CNA",2001,"份 消费 指数 上升 百分之○ 点 二 ,<br>若 除去 <b>食品</b> 及 能源部<br>份 , 则 仅 上升 百分之○ 点 一","TW",1
"5716","食品/Na/CNA_CMN_20010118_wpr/69590","food_nutrient_00021265-n","食品","CNA",2001,"佛光 会 这 次 以 赈灾 为主 , 选定<br>发放 <b>食品</b> , 解决 灾民<br>最 基本 的 民生 问题 。 900117","TW",1
"5717","食品/Na/CNA_CMN_20010120_wpr/117117","food_nutrient_00021265-n","食品","CNA",2001,"以来 , 大陆 的 恩格尔 系数 逐年 下降<br>, 但是 <b>食品</b> 消费 仍然<br>是 生活 消费 中 支出 最 大 的","TW",1
"5718","食品/Na/CNA_CMN_20010123_wpr/44246","food_nutrient_00021265-n","食品","CNA",2001,"适合 时下 小 家庭 的 需求 。 由于<br>半 调理 <b>食品</b> 逐渐 风行<br>, 畜产 试验所 以 真空 调理 法 ,","TW",1
"5719","食品/Na/CNA_CMN_20010126_wpr/27976","food_nutrient_00021265-n","食品","CNA",2001,"。 根据 食品 卫生 管理 法 第十九 条<br>「 对于 <b>食品</b> 、 食品 添加物<br>或 食品 用洗洁剂 之 标示 , 不得","TW",3
"5720","食品/Na/CNA_CMN_20010128_wpr/2559","food_nutrient_00021265-n","食品","CNA",2001,"认为 , 人们 摄取 新鲜 蔬菜 、 减少<br>食用 腌渍 <b>食品</b> , 降低<br>了 罹患 胃 癌 的 危险 机率 。","TW",1
"5721","食品/Na/CNA_CMN_20030408_wpr/5104","food_nutrient_00021265-n","食品","CNA",2003,"并 已 运送 一万五千 床 毛毯 、 医疗用品<br>、 罐头 <b>食品</b> 和 防毒 面具<br>等 救济 物品 。 投书 也 指出","TW",3
"5722","食品/Na/CNA_CMN_20030531_wpr/3012","food_nutrient_00021265-n","食品","CNA",2003,"以 碳水化合物 为 主食 的 观念 ， 与<br>美国 官方 <b>食品</b> 金字塔 的<br>顺位 。 威力特 批判 指出 ， 减低 饮食","TW",1
"5723","食品/Na/CNA_CMN_20030614_wpr/2111","food_nutrient_00021265-n","食品","CNA",2003,"潜伏 多 时 的 购 买 慾 一下子 爆发<br>， <b>食品</b> 展售 摊位 买气<br>加温 ， 人流 旺盛 ， 不 减","TW",1
"5724","食品/Na/CNA_CMN_20030614_wpr/2499","food_nutrient_00021265-n","食品","CNA",2003,"稳定 ， 心情 大好 ， 展销 现场 挤满<br>了 选购 <b>食品</b> 的 人潮 ，<br>人流 并 没有 因为 SARS 而 比","TW",1
"5725","食品/Na/CNA_CMN_20030625_wpr/12174","food_nutrient_00021265-n","食品","CNA",2003,"的 政策 实践 。 欧洲 与 美国 对 基因<br>改造 <b>食品</b> 接纳 程度 大不相同<br>（ 中央社 记者 林琳 台北 特稿 ）","TW",4
"5726","食品/Na/CNA_CMN_20030625_wpr/12725","food_nutrient_00021265-n","食品","CNA",2003,"显示 ， 各 个 欧盟 国家 消费者 对于<br>基因 改造 <b>食品</b> 反对 的<br>比例 分别 在 百 分 三十五 到 百","TW",4
"5727","食品/Na/CNA_CMN_20030625_wpr/12843","food_nutrient_00021265-n","食品","CNA",2003,"对于 基因工程 有 更深 的 认识 ， 反对<br>基因 改造 <b>食品</b> 的 声浪<br>应该 会 愈来愈 低 。 香港 今天 继续","TW",4
"5728","食品/Na/CNA_CMN_20030720_wpr/2081","food_nutrient_00021265-n","食品","CNA",2003,"， 许多 侨胞 及 社团 踊跃 捐款 及<br>衣 物 <b>食品</b> 。 参与 活动<br>的 台侨社团 包括 慈济 功德会 、 佛","TW",3
"5729","食品/Na/XIN_CMN_20001002_wpr/50515","food_nutrient_00021265-n","食品","XIN",2000,"增多 , 超市 、 百货 的 净菜 、 速<br>冻 <b>食品</b> 和 半成品 销售<br>一派 红火 。 农民 兄弟 的 餐桌","ML",3
"5730","食品/Na/XIN_CMN_20001006_wpr/54380","food_nutrient_00021265-n","食品","XIN",2000,"改良 土壤 效应 , 能 真正 生产 出<br>绿色 有机 <b>食品</b> , 达到<br>生物 资源 的 有效 利用 。 近日 ,","ML",1
"5731","食品/Na/XIN_CMN_20001018_wpr/88229","food_nutrient_00021265-n","食品","XIN",2000,"150多 家 会员 加盟 。 专家 建议<br>大力 发展 有机 <b>食品</b> 产业<br>新华社 南昌 10月 18日电 ( 记者<br>刘菁 ) “","ML",1
"5732","食品/Na/XIN_CMN_20001018_wpr/88622","food_nutrient_00021265-n","食品","XIN",2000,"30 % 。 肖兴基 分析 说 , 我国<br>生产 有机 <b>食品</b> 具有 有利<br>条件 。 我 国 农业 生产 历史 悠久","ML",1
"5733","食品/Na/XIN_CMN_20001019_wpr/63248","food_nutrient_00021265-n","食品","XIN",2000,"的 埃及 代表团 时 表示 , 联合国 “<br>石油 换 <b>食品</b> ” 计划 不能<br>满足 伊拉克人 民 基本 的 生 活","ML",2
"5734","食品/Na/XIN_CMN_20001022_wpr/24401","food_nutrient_00021265-n","食品","XIN",2000,"蔬菜 , 还 有生物 食品 、 营养 食品<br>、 冷冻 <b>食品</b> 等 。 各<br>国 展商 都 拿出 自己 的 优质","ML",3
"5735","食品/Na/XIN_CMN_20001023_wpr/49273","food_nutrient_00021265-n","食品","XIN",2000,"产品 菌 落总数 超标 。 其中 , 北京<br>安捷 顺 <b>食品</b> 有限公司 生产<br>的 300 g / 盒 玫瑰果 , 产品","ML",3
"5736","食品/Na/XIN_CMN_20001027_wpr/56302","food_nutrient_00021265-n","食品","XIN",2000,"屠宰 的 食用 牛 。 此外 , 根 据<br>国家 <b>食品</b> 卫生 安全局 的<br>建议 , 政府 正在 考虑 一些 保护","ML",1
"5737","食品/Na/XIN_CMN_20001030_wpr/25077","food_nutrient_00021265-n","食品","XIN",2000,"深入 推进 , 又 将 使 江西 的 粮食<br>、 <b>食品</b> 、 林业 、 建材<br>、 勘探 等 产业 赢得 更","ML",3
"5738","食品/Na/XIN_CMN_20001030_wpr/66853","food_nutrient_00021265-n","食品","XIN",2000,"持续 高速 发展 , 作为 一 种 特殊<br>的 营养 <b>食品</b> －－ 巧克力<br>将 在 人们 的 日常 生活 中 占据","ML",1
