"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"exp_11"	"exp_12"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"pbin_11"	"pbin_12"	"SumAbsDev"	"LargestDev"
"散居"	0	0	0	0	0	1	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	0.883	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.286	"6"
"整合"	0	0	0	0	0	0	0	0	0	0	0	2	0.044	0.347	0.186	0.061	0.163	0.262	0.176	0.078	0.126	0.132	0.027	0.399	-0.019	-0.165	-0.085	-0.027	-0.074	-0.122	-0.08	-0.035	-0.056	-0.059	-0.012	1.399	2.133	"12"
"文明"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"断然"	0	0	0	1	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	1.516	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.967	"4"
"斯潘"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"新"	0	0	0	0	0	0	0	0	5	0	0	4	0.197	1.56	0.835	0.274	0.733	1.179	0.79	0.352	0.565	0.594	0.123	1.798	-0.086	-0.744	-0.381	-0.121	-0.332	-0.549	-0.359	-0.156	4.003	-0.267	-0.054	1.069	8.121	"9"
"新闻业"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"新闻处"	0	0	1	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	1.032	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.454	"3"
"新闻工"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"方便"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"方式"	0	0	1	0	0	0	4	1	0	2	0	3	0.24	1.907	1.021	0.335	0.896	1.441	0.966	0.43	0.691	0.726	0.15	2.197	-0.105	-0.909	-0.138	-0.148	-0.406	-0.671	1.927	0.449	-0.31	0.793	-0.066	0.418	6.34	"7"
"方法"	0	0	0	0	0	0	0	2	0	0	0	0	0.044	0.347	0.186	0.061	0.163	0.262	0.176	0.078	0.126	0.132	0.027	0.399	-0.019	-0.165	-0.085	-0.027	-0.074	-0.122	-0.08	2.815	-0.056	-0.059	-0.012	-0.194	3.708	"8"
"方药"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"施"	0	0	0	0	1	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	1.089	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.516	"5"
"施工"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"施行"	0	0	0	0	1	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	1.089	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.516	"5"
"旅客"	0	1	0	0	0	2	0	0	0	0	0	0	0.066	0.52	0.278	0.091	0.244	0.393	0.263	0.117	0.188	0.198	0.041	0.599	-0.029	0.361	-0.127	-0.04	-0.111	1.328	-0.12	-0.052	-0.084	-0.089	-0.018	-0.29	2.649	"6"
"旅游部门"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"无视"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"无记名"	0	0	1	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	1.032	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.454	"3"
"无需"	0	0	0	0	0	0	0	1	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	1.408	-0.028	-0.03	-0.006	-0.097	1.855	"8"
"日趋"	0	0	0	0	0	0	0	0	0	0	1	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	1.865	-0.097	2.323	"11"
"旨"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"明确"	0	1	0	0	0	1	0	0	0	0	0	0	0.044	0.347	0.186	0.061	0.163	0.262	0.176	0.078	0.126	0.132	0.027	0.399	-0.019	0.499	-0.085	-0.027	-0.074	0.611	-0.08	-0.035	-0.056	-0.059	-0.012	-0.194	1.751	"6"
"是以"	0	0	4	0	0	0	0	0	0	0	0	1	0.109	0.867	0.464	0.152	0.407	0.655	0.439	0.196	0.314	0.33	0.068	0.999	-0.048	-0.413	3.464	-0.067	-0.184	-0.305	-0.2	-0.087	-0.141	-0.148	-0.03	0.173	5.26	"3"
"景美溪"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"暂时"	0	0	0	1	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	1.516	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.967	"4"
"更加"	0	0	0	0	0	0	0	0	0	0	0	2	0.044	0.347	0.186	0.061	0.163	0.262	0.176	0.078	0.126	0.132	0.027	0.399	-0.019	-0.165	-0.085	-0.027	-0.074	-0.122	-0.08	-0.035	-0.056	-0.059	-0.012	1.399	2.133	"12"
"最佳"	0	0	0	0	0	0	2	0	0	0	0	0	0.044	0.347	0.186	0.061	0.163	0.262	0.176	0.078	0.126	0.132	0.027	0.399	-0.019	-0.165	-0.085	-0.027	-0.074	-0.122	2.113	-0.035	-0.056	-0.059	-0.012	-0.194	2.961	"7"
"最好"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"最终"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"有偿性"	0	0	1	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	1.032	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.454	"3"
"有关"	0	1	0	0	1	2	0	0	0	0	0	0	0.087	0.693	0.371	0.122	0.326	0.524	0.351	0.157	0.251	0.264	0.055	0.799	-0.038	0.273	-0.169	-0.054	0.54	1.066	-0.16	-0.069	-0.113	-0.119	-0.024	-0.387	3.012	"6"
"有利"	0	0	0	0	1	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	1.089	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.516	"5"
"有力"	0	5	0	0	0	0	0	0	0	0	0	0	0.109	0.867	0.464	0.152	0.407	0.655	0.439	0.196	0.314	0.33	0.068	0.999	-0.048	3.806	-0.212	-0.067	-0.184	-0.305	-0.2	-0.087	-0.141	-0.148	-0.03	-0.484	5.712	"2"
"有助"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"有助于"	0	0	0	0	0	0	0	0	1	0	0	1	0.044	0.347	0.186	0.061	0.163	0.262	0.176	0.078	0.126	0.132	0.027	0.399	-0.019	-0.165	-0.085	-0.027	-0.074	-0.122	-0.08	-0.035	0.915	-0.059	-0.012	0.444	2.037	"9"
"有效"	0	8	0	1	0	2	0	0	7	2	0	2	0.48	3.813	2.042	0.671	1.792	2.883	1.932	0.861	1.381	1.451	0.3	4.394	-0.211	1.583	-0.931	0.306	-0.812	-0.361	-0.878	-0.381	3.549	0.366	-0.131	-0.809	10.318	"9"
"朝核"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"未定案"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"机场"	0	1	0	0	0	4	0	0	0	0	0	0	0.109	0.867	0.464	0.152	0.407	0.655	0.439	0.196	0.314	0.33	0.068	0.999	-0.048	0.212	-0.212	-0.067	-0.184	2.88	-0.2	-0.087	-0.141	-0.148	-0.03	-0.484	4.693	"6"
"杀死"	0	0	0	0	0	0	0	0	1	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	1.202	-0.03	-0.006	-0.097	1.638	"9"
"束"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"来"	0	0	4	0	0	0	0	2	0	4	0	5	0.328	2.6	1.392	0.457	1.222	1.965	1.317	0.587	0.942	0.99	0.205	2.996	-0.144	-1.24	1.356	-0.202	-0.553	-0.915	-0.599	0.94	-0.422	1.843	-0.09	0.786	9.09	"10"
"杨传广"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"松懈"	0	0	0	0	1	3	0	0	0	0	0	0	0.087	0.693	0.371	0.122	0.326	0.524	0.351	0.157	0.251	0.264	0.055	0.799	-0.038	-0.331	-0.169	-0.054	0.54	2.091	-0.16	-0.069	-0.113	-0.119	-0.024	-0.387	4.095	"6"
"林天福"	0	0	0	0	0	0	0	0	0	0	1	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	1.865	-0.097	2.323	"11"
"林毅"	0	0	1	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	1.032	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.454	"3"
"果断"	0	3	0	1	0	0	0	0	0	0	0	0	0.087	0.693	0.371	0.122	0.326	0.524	0.351	0.157	0.251	0.264	0.055	0.799	-0.038	1.742	-0.169	0.934	-0.148	-0.244	-0.16	-0.069	-0.113	-0.119	-0.024	-0.387	4.147	"2"
"枯水期"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"查办"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"查阅"	0	0	0	0	0	0	0	0	0	0	1	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	1.865	-0.097	2.323	"11"
"样"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"样本"	0	0	0	0	0	0	0	0	1	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	1.202	-0.03	-0.006	-0.097	1.638	"9"
"核"	0	0	1	0	0	0	0	0	0	0	0	2	0.066	0.52	0.278	0.091	0.244	0.393	0.263	0.117	0.188	0.198	0.041	0.599	-0.029	-0.248	0.596	-0.04	-0.111	-0.183	-0.12	-0.052	-0.084	-0.089	-0.018	0.984	2.554	"12"
"核查"	0	0	1	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	1.032	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.454	"3"
"核能"	0	0	0	0	0	1	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	0.883	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.286	"6"
"根治"	0	0	0	0	0	0	0	0	1	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	1.202	-0.03	-0.006	-0.097	1.638	"9"
"检查"	0	0	0	0	1	2	0	0	0	0	0	1	0.087	0.693	0.371	0.122	0.326	0.524	0.351	0.157	0.251	0.264	0.055	0.799	-0.038	-0.331	-0.169	-0.054	0.54	1.066	-0.16	-0.069	-0.113	-0.119	-0.024	0.229	2.912	"6"
"检疫"	0	0	0	0	0	3	0	0	0	0	0	0	0.066	0.52	0.278	0.091	0.244	0.393	0.263	0.117	0.188	0.198	0.041	0.599	-0.029	-0.248	-0.127	-0.04	-0.111	2.648	-0.12	-0.052	-0.084	-0.089	-0.018	-0.29	3.856	"6"
"检讨"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"模煳"	0	0	0	0	1	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	1.089	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.516	"5"
"止"	0	0	0	0	0	0	0	0	1	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	1.202	-0.03	-0.006	-0.097	1.638	"9"
"正名为"	0	0	0	0	1	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	1.089	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.516	"5"
"正确"	0	2	0	0	0	0	0	0	0	0	0	5	0.153	1.213	0.65	0.213	0.57	0.917	0.615	0.274	0.439	0.462	0.096	1.398	-0.067	0.457	-0.296	-0.094	-0.258	-0.427	-0.279	-0.121	-0.197	-0.207	-0.042	2.333	4.778	"12"
"步骤"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"武"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"武力"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"残疾"	0	0	0	0	0	0	0	1	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	1.408	-0.028	-0.03	-0.006	-0.097	1.855	"8"
"毒"	0	0	0	0	0	0	0	0	1	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	1.202	-0.03	-0.006	-0.097	1.638	"9"
"比如"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"民事"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"民办"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"民航"	0	0	0	0	1	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	1.089	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.516	"5"
"民营"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"民运"	0	0	1	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	1.032	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.454	"3"
"民进党员"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"民进党团"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"水养水"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"水北调"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"污"	0	0	0	1	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	1.516	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.967	"4"
"污染"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"沙伊赫"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
"沙化"	0	1	0	0	0	0	0	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	0.761	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	-0.097	1.142	"2"
"沙斯"	1	2	0	0	0	4	0	0	0	0	0	0	0.153	1.213	0.65	0.213	0.57	0.917	0.615	0.274	0.439	0.462	0.096	1.398	0.844	0.457	-0.296	-0.094	-0.258	2.13	-0.279	-0.121	-0.197	-0.207	-0.042	-0.677	5.602	"6"
"沟通"	0	0	0	0	0	0	0	0	0	1	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	1.181	-0.006	-0.097	1.615	"10"
"没落"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"治"	0	0	0	0	0	0	0	0	3	0	0	0	0.066	0.52	0.278	0.091	0.244	0.393	0.263	0.117	0.188	0.198	0.041	0.599	-0.029	-0.248	-0.127	-0.04	-0.111	-0.183	-0.12	-0.052	3.606	-0.089	-0.018	-0.29	4.913	"9"
"治安"	0	2	0	0	0	2	0	0	0	0	0	0	0.087	0.693	0.371	0.122	0.326	0.524	0.351	0.157	0.251	0.264	0.055	0.799	-0.038	0.85	-0.169	-0.054	-0.148	1.066	-0.16	-0.069	-0.113	-0.119	-0.024	-0.387	3.197	"6"
"治理"	0	1	0	0	0	1	0	0	0	0	0	0	0.044	0.347	0.186	0.061	0.163	0.262	0.176	0.078	0.126	0.132	0.027	0.399	-0.019	0.499	-0.085	-0.027	-0.074	0.611	-0.08	-0.035	-0.056	-0.059	-0.012	-0.194	1.751	"6"
"治疗"	0	1	0	0	0	0	1	0	7	0	0	0	0.197	1.56	0.835	0.274	0.733	1.179	0.79	0.352	0.565	0.594	0.123	1.798	-0.086	-0.284	-0.381	-0.121	-0.332	-0.549	0.25	-0.156	6.908	-0.267	-0.054	-0.871	10.259	"9"
"法律"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"法规"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"法轮"	0	0	0	0	0	0	0	0	0	0	0	1	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	-0.04	-0.017	-0.028	-0.03	-0.006	0.7	1.067	"12"
"注音"	0	0	0	0	0	0	1	0	0	0	0	0	0.022	0.173	0.093	0.03	0.081	0.131	0.088	0.039	0.063	0.066	0.014	0.2	-0.01	-0.083	-0.042	-0.013	-0.037	-0.061	1.056	-0.017	-0.028	-0.03	-0.006	-0.097	1.48	"7"
